,age,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week,income
21834,55,349910,9,0,0,45,>50K
21835,88,187097,15,0,0,40,<=50K
21836,60,264314,10,0,0,35,<=50K
21837,40,282678,14,0,0,20,<=50K
21838,21,188923,10,0,0,55,<=50K
21839,46,114797,9,0,0,36,<=50K
21840,56,245215,16,0,0,50,<=50K
21841,36,36270,9,0,0,60,<=50K
21842,67,107138,10,0,0,40,<=50K
21843,35,77820,10,0,0,60,<=50K
21844,20,39477,10,0,0,40,<=50K
21845,34,58305,9,0,1573,40,<=50K
21846,23,359759,9,0,0,40,<=50K
21847,19,249147,9,0,0,30,<=50K
21848,19,44797,10,0,0,15,<=50K
21849,25,164488,10,0,0,40,<=50K
21850,53,48413,9,0,0,40,<=50K
21851,18,261276,10,0,1602,40,<=50K
21852,31,36592,9,0,0,91,<=50K
21853,33,280923,4,0,0,40,<=50K
21854,33,29617,10,0,0,40,<=50K
21855,45,208802,15,25236,0,36,>50K
21856,35,189240,10,0,0,40,<=50K
21857,20,37932,9,0,0,40,<=50K
21858,36,181705,7,0,0,40,<=50K
21859,36,147548,9,0,0,85,<=50K
21860,51,306784,9,0,0,30,<=50K
21861,45,260953,14,0,0,40,<=50K
21862,45,190406,15,25236,0,36,>50K
21863,24,230229,3,0,0,40,<=50K
21864,28,46987,11,2174,0,36,<=50K
21865,63,301108,7,0,0,22,<=50K
21866,35,263081,9,0,0,60,>50K
21867,25,37741,13,0,0,40,<=50K
21868,36,115834,11,7298,0,55,>50K
21869,44,150076,9,0,0,30,<=50K
21870,49,148254,9,0,0,28,<=50K
21871,52,183611,2,0,0,40,<=50K
21872,27,258768,13,0,0,40,<=50K
21873,35,287658,10,0,0,40,<=50K
21874,51,95946,13,0,0,50,>50K
21875,49,31267,4,0,0,40,<=50K
21876,35,302149,13,7298,0,40,>50K
21877,28,250135,10,0,0,40,<=50K
21878,37,176073,10,0,0,50,<=50K
21879,65,23580,13,0,0,40,<=50K
21880,24,163665,13,0,0,40,<=50K
21881,30,43953,12,0,0,40,<=50K
21882,38,144860,9,0,0,65,<=50K
21883,58,61474,9,0,0,55,>50K
21884,57,141570,14,0,1977,40,>50K
21885,40,225660,13,0,0,45,>50K
21886,42,336891,10,0,0,40,<=50K
21887,31,210164,9,0,0,40,>50K
21888,17,171080,8,0,0,20,<=50K
21889,42,143342,10,0,0,40,<=50K
21890,25,281627,14,0,0,40,<=50K
21891,40,409922,10,7298,0,40,>50K
21892,65,224472,15,25124,0,80,>50K
21893,29,157262,14,0,0,45,<=50K
21894,31,144949,13,0,0,40,>50K
21895,71,303860,14,2050,0,20,<=50K
21896,34,104293,13,0,0,40,<=50K
21897,25,195481,9,0,0,40,<=50K
21898,40,193995,9,0,0,30,<=50K
21899,67,105216,10,0,0,25,<=50K
21900,40,147206,9,0,0,40,>50K
21901,18,173585,9,0,0,18,<=50K
21902,38,187870,13,7298,0,50,>50K
21903,38,248919,7,0,0,40,<=50K
21904,42,280410,9,0,0,40,<=50K
21905,36,170861,9,0,0,32,<=50K
21906,23,409230,2,0,0,40,<=50K
21907,56,340171,9,0,0,40,<=50K
21908,36,41017,10,0,0,52,>50K
21909,22,416356,10,0,0,40,<=50K
21910,39,261504,8,0,0,40,<=50K
21911,36,205555,15,0,0,40,<=50K
21912,44,245317,10,0,0,56,>50K
21913,38,153685,7,0,0,52,<=50K
21914,19,169758,10,0,0,40,<=50K
21915,37,99374,6,0,0,55,<=50K
21916,57,139452,9,0,0,16,<=50K
21917,54,227832,8,0,0,40,<=50K
21918,18,213024,10,0,0,30,<=50K
21919,22,24008,10,0,0,72,<=50K
21920,63,33487,4,0,0,40,<=50K
21921,38,187934,9,0,0,20,<=50K
21922,26,421561,7,0,0,25,<=50K
21923,40,109969,7,0,0,20,<=50K
21924,20,116830,9,0,0,40,<=50K
21925,39,117166,6,2635,0,40,<=50K
21926,28,106951,9,0,0,42,<=50K
21927,30,89625,10,0,0,5,>50K
21928,42,194537,9,0,0,40,<=50K
21929,42,144002,9,0,0,50,<=50K
21930,21,202214,9,0,0,40,<=50K
21931,40,109762,10,0,0,40,<=50K
21932,36,292570,7,0,0,40,<=50K
21933,67,105252,10,7978,0,35,<=50K
21934,65,94552,10,0,0,40,<=50K
21935,50,46401,13,0,0,50,<=50K
21936,18,151150,6,0,0,27,<=50K
21937,31,197689,9,0,0,38,<=50K
21938,36,180477,10,0,0,50,>50K
21939,20,181761,9,0,0,40,<=50K
21940,34,381153,9,0,0,40,<=50K
21941,24,165474,9,0,0,39,<=50K
21942,38,190174,9,0,0,40,<=50K
21943,17,295991,6,0,0,20,<=50K
21944,52,198262,9,0,0,30,<=50K
21945,34,190385,14,0,0,40,>50K
21946,30,411560,9,0,0,40,<=50K
21947,49,262116,15,0,0,48,<=50K
21948,45,178922,5,0,0,15,<=50K
21949,46,192963,13,0,2415,35,>50K
21950,34,209538,13,0,0,50,>50K
21951,21,103277,8,4508,0,30,<=50K
21952,17,216086,7,0,0,30,<=50K
21953,23,636017,10,0,0,40,<=50K
21954,32,155781,10,0,0,40,<=50K
21955,22,136873,10,0,0,40,<=50K
21956,48,122066,9,0,0,35,>50K
21957,27,346406,13,0,0,50,<=50K
21958,43,117915,14,0,0,40,<=50K
21959,44,19914,9,0,0,50,<=50K
21960,55,255364,10,0,0,60,>50K
21961,31,703107,9,0,0,40,<=50K
21962,34,62374,9,0,0,48,<=50K
21963,34,96245,9,0,0,40,<=50K
21964,37,348796,13,0,0,40,<=50K
21965,21,136873,10,0,0,10,<=50K
21966,35,388252,11,0,0,40,<=50K
21967,28,47783,10,0,0,30,<=50K
21968,62,194167,9,2174,0,40,<=50K
21969,40,544792,10,0,0,40,<=50K
21970,34,434463,13,0,0,39,<=50K
21971,32,317219,14,0,1590,40,<=50K
21972,70,221603,10,0,0,34,<=50K
21973,23,233711,9,0,0,50,<=50K
21974,30,111567,9,0,0,48,<=50K
21975,57,79830,9,0,0,40,<=50K
21976,34,192259,15,0,0,35,>50K
21977,24,239663,6,0,0,40,<=50K
21978,41,34987,13,0,0,35,>50K
21979,38,409189,4,0,0,40,<=50K
21980,48,135525,12,0,0,40,<=50K
21981,43,152159,13,0,0,40,<=50K
21982,18,141363,10,0,0,40,<=50K
21983,35,214816,13,0,0,40,>50K
21984,42,42907,9,0,0,48,<=50K
21985,30,161815,10,0,0,35,<=50K
21986,42,127314,13,0,0,45,>50K
21987,48,395368,10,0,0,40,<=50K
21988,70,184176,9,0,0,28,<=50K
21989,37,112660,5,0,0,35,<=50K
21990,51,183709,11,0,0,40,<=50K
21991,35,434114,9,0,0,40,<=50K
21992,59,165315,13,99999,0,43,>50K
21993,57,190997,13,0,0,50,>50K
21994,26,335533,9,0,0,20,<=50K
21995,26,176146,3,0,0,35,<=50K
21996,19,272063,9,0,0,35,<=50K
21997,34,169564,9,0,0,40,<=50K
21998,56,188856,13,8614,0,55,>50K
21999,25,69847,13,0,0,40,<=50K
22000,46,198759,15,0,2415,80,>50K
22001,22,175431,9,0,0,20,<=50K
22002,32,228357,11,0,0,40,<=50K
22003,72,284120,10,0,0,40,<=50K
22004,36,109133,9,0,0,40,<=50K
22005,28,167336,9,0,0,45,>50K
22006,76,42209,5,0,0,25,<=50K
22007,37,282951,9,0,0,40,<=50K
22008,42,303155,13,0,0,50,>50K
22009,44,261899,10,0,0,44,<=50K
22010,33,168030,10,7298,0,21,>50K
22011,53,71417,16,0,0,40,<=50K
22012,28,239130,10,0,0,50,<=50K
22013,69,200560,13,0,0,20,<=50K
22014,20,157541,10,0,0,27,<=50K
22015,33,255004,10,0,0,50,<=50K
22016,47,230136,9,0,0,60,>50K
22017,50,124963,9,0,1977,35,>50K
22018,22,39615,10,0,0,45,<=50K
22019,20,47678,9,0,0,40,<=50K
22020,42,281315,13,0,0,50,<=50K
22021,23,176123,9,0,0,40,<=50K
22022,24,165350,9,0,0,50,<=50K
22023,32,235862,10,0,0,45,<=50K
22024,41,142579,13,0,0,50,<=50K
22025,35,38294,9,0,0,40,<=50K
22026,40,111483,14,0,0,50,>50K
22027,25,189850,10,0,0,40,<=50K
22028,34,145874,16,0,0,20,<=50K
22029,23,139012,11,0,0,40,<=50K
22030,30,211654,14,0,0,40,>50K
22031,55,173090,14,0,0,45,<=50K
22032,26,104834,14,0,1669,40,<=50K
22033,42,195124,9,0,0,60,<=50K
22034,39,32146,14,0,0,60,<=50K
22035,52,282674,9,0,0,40,>50K
22036,42,190403,10,0,0,60,<=50K
22037,25,247025,13,3325,0,48,<=50K
22038,27,198258,13,0,0,35,<=50K
22039,30,172748,4,0,0,40,<=50K
22040,23,287988,13,10520,0,40,>50K
22041,47,122307,13,0,1887,40,>50K
22042,58,175017,13,0,0,25,<=50K
22043,18,170183,9,0,0,20,<=50K
22044,52,150812,10,0,0,35,<=50K
22045,24,241185,9,0,0,48,<=50K
22046,58,174864,9,0,0,55,>50K
22047,35,30529,9,0,0,40,<=50K
22048,31,301637,11,0,0,40,<=50K
22049,46,423222,10,3103,0,60,>50K
22050,43,214781,14,5178,0,40,>50K
22051,21,242912,9,0,0,35,<=50K
22052,52,191529,10,0,1740,60,<=50K
22053,24,117363,13,0,0,35,<=50K
22054,22,333158,9,0,0,48,<=50K
22055,39,193260,10,0,0,25,<=50K
22056,34,278378,9,0,0,40,<=50K
22057,58,111394,13,0,0,40,>50K
22058,26,102476,13,0,0,25,<=50K
22059,29,26451,9,0,0,40,<=50K
22060,67,209137,13,0,0,40,<=50K
22061,28,210945,12,0,0,35,<=50K
22062,62,115023,10,0,0,40,<=50K
22063,54,53833,3,0,0,40,>50K
22064,36,150057,10,0,0,65,<=50K
22065,18,128086,8,0,0,18,<=50K
22066,25,28473,11,0,0,40,<=50K
22067,48,155509,10,0,0,40,<=50K
22068,56,165315,6,0,0,70,<=50K
22069,30,171889,15,0,0,24,<=50K
22070,41,185057,9,0,0,40,<=50K
22071,59,277034,9,0,0,60,>50K
22072,36,166606,7,0,0,40,<=50K
22073,30,97453,9,0,0,54,<=50K
22074,27,136094,9,0,0,40,<=50K
22075,19,61855,9,0,0,30,<=50K
22076,30,182771,13,0,0,15,<=50K
22077,47,418961,11,0,0,25,<=50K
22078,39,106961,9,0,0,40,>50K
22079,31,81846,9,0,0,40,<=50K
22080,44,105936,12,0,0,40,<=50K
22081,37,36425,9,0,0,40,<=50K
22082,28,595088,10,0,0,63,<=50K
22083,38,149018,9,0,0,40,<=50K
22084,26,229613,9,0,0,40,<=50K
22085,44,33521,10,0,0,40,>50K
22086,40,70539,10,4386,0,50,<=50K
22087,53,105728,9,0,0,28,>50K
22088,31,193215,10,0,0,50,<=50K
22089,18,137363,9,0,0,40,<=50K
22090,43,104892,9,0,0,45,<=50K
22091,30,149427,9,0,0,35,<=50K
22092,19,176634,9,0,0,40,<=50K
22093,36,183279,9,0,0,40,<=50K
22094,19,225775,10,0,0,40,<=50K
22095,25,202091,14,0,0,60,<=50K
22096,36,123151,7,0,0,60,<=50K
22097,22,168187,10,0,0,50,<=50K
22098,42,33521,13,0,0,40,<=50K
22099,33,243678,10,0,0,40,<=50K
22100,38,164898,9,0,0,40,<=50K
22101,21,262280,10,3781,0,40,<=50K
22102,33,290614,9,0,0,40,<=50K
22103,52,199265,9,0,0,40,<=50K
22104,30,207668,10,0,0,30,<=50K
22105,18,30687,10,0,0,10,<=50K
22106,24,27939,10,0,0,24,<=50K
22107,17,438996,6,0,0,40,<=50K
22108,48,152915,10,0,0,40,<=50K
22109,66,186030,4,0,0,32,<=50K
22110,46,297759,10,0,0,40,<=50K
22111,55,171242,9,0,0,60,>50K
22112,28,206088,13,0,0,40,<=50K
22113,33,182792,9,0,0,40,<=50K
22114,44,167725,9,0,0,24,<=50K
22115,43,160674,9,0,0,40,<=50K
22116,42,194710,10,0,0,40,<=50K
22117,39,255027,11,0,0,40,<=50K
22118,23,204641,6,0,0,50,<=50K
22119,20,177787,10,0,0,20,<=50K
22120,29,54932,10,0,0,35,>50K
22121,54,91506,10,0,0,65,<=50K
22122,34,198634,11,0,0,40,<=50K
22123,30,227146,13,0,0,40,>50K
22124,59,135647,7,0,0,60,<=50K
22125,40,55508,4,0,0,40,<=50K
22126,37,174912,9,0,0,40,<=50K
22127,45,175925,9,0,0,40,<=50K
22128,55,157486,14,7298,0,40,>50K
22129,49,329144,10,0,0,44,>50K
22130,67,81761,14,0,0,2,<=50K
22131,49,102318,12,0,0,25,<=50K
22132,30,266463,9,0,0,40,>50K
22133,56,107314,10,0,0,40,<=50K
22134,29,114158,10,0,0,40,<=50K
22135,33,124052,9,0,0,40,<=50K
22136,25,144301,10,0,0,42,<=50K
22137,28,176683,11,0,0,70,>50K
22138,23,234663,9,0,0,40,<=50K
22139,39,178948,9,0,0,50,<=50K
22140,37,607848,13,0,0,40,>50K
22141,39,202937,14,0,0,40,>50K
22142,32,83413,13,0,0,35,>50K
22143,26,212798,13,0,0,45,<=50K
22144,57,192258,10,0,0,40,<=50K
22145,36,112497,5,0,0,50,>50K
22146,30,97521,13,0,0,50,>50K
22147,27,160972,9,0,0,50,<=50K
22148,21,322931,10,0,0,55,<=50K
22149,22,403519,9,0,0,40,<=50K
22150,43,330174,9,0,0,40,<=50K
22151,20,278155,10,0,0,40,<=50K
22152,30,39054,9,0,0,65,>50K
22153,57,170287,14,0,0,40,>50K
22154,42,336643,11,0,0,40,<=50K
22155,29,264166,11,0,0,45,<=50K
22156,44,433705,9,0,0,52,>50K
22157,28,27044,12,0,0,43,<=50K
22158,42,165599,9,0,0,40,>50K
22159,26,159759,13,0,0,40,<=50K
22160,29,385092,10,0,0,36,<=50K
22161,42,188808,13,0,0,30,<=50K
22162,30,167476,9,0,0,50,<=50K
22163,21,194096,10,0,0,10,<=50K
22164,59,182460,9,0,0,30,>50K
22165,21,102323,10,0,0,30,<=50K
22166,56,232139,9,0,0,40,<=50K
22167,39,341741,1,0,0,12,<=50K
22168,21,206008,10,0,0,50,<=50K
22169,48,344415,13,0,0,37,>50K
22170,35,372130,9,0,0,40,<=50K
22171,43,27766,13,0,0,60,>50K
22172,23,140764,11,0,0,15,<=50K
22173,17,161259,6,0,0,12,<=50K
22174,41,22201,13,0,0,40,>50K
22175,35,187046,14,0,0,50,<=50K
22176,22,137591,10,0,0,35,<=50K
22177,53,274276,9,0,0,40,<=50K
22178,42,341757,10,0,0,40,<=50K
22179,36,218542,9,0,0,40,<=50K
22180,44,190020,13,0,0,50,<=50K
22181,27,221436,13,0,0,40,>50K
22182,39,52187,9,0,0,40,<=50K
22183,59,158776,5,0,0,40,<=50K
22184,34,51543,10,0,0,48,<=50K
22185,17,146329,8,0,0,23,<=50K
22186,31,397467,9,0,0,40,<=50K
22187,59,105592,10,0,0,12,<=50K
22188,39,78171,10,0,0,40,<=50K
22189,46,55377,13,0,0,40,>50K
22190,31,258932,9,0,0,80,<=50K
22191,27,38606,13,0,1504,45,<=50K
22192,18,219841,7,0,0,12,<=50K
22193,46,156926,10,0,0,60,>50K
22194,55,160362,13,0,0,40,>50K
22195,48,192161,13,0,0,43,<=50K
22196,53,208570,9,0,0,26,<=50K
22197,44,182771,13,0,0,48,>50K
22198,43,151089,10,0,0,50,<=50K
22199,50,163002,9,0,0,40,<=50K
22200,56,155657,4,0,0,20,<=50K
22201,27,217530,9,0,0,40,<=50K
22202,20,244406,9,0,0,40,<=50K
22203,18,152182,6,0,0,6,<=50K
22204,34,55717,9,0,1848,50,>50K
22205,38,201454,10,0,0,40,<=50K
22206,40,144371,13,0,0,15,<=50K
22207,55,277034,10,0,0,40,<=50K
22208,35,462832,9,0,0,40,>50K
22209,26,200681,9,0,0,40,<=50K
22210,54,119565,13,0,0,40,>50K
22211,22,192017,9,0,0,40,<=50K
22212,52,84808,9,0,0,40,<=50K
22213,33,100154,6,0,0,40,<=50K
22214,42,169383,14,0,0,40,>50K
22215,19,43887,9,0,0,10,<=50K
22216,45,54260,10,0,0,99,<=50K
22217,53,159876,9,3103,0,72,<=50K
22218,46,160474,9,0,1590,43,<=50K
22219,25,476334,10,0,0,40,<=50K
22220,90,52386,13,0,0,40,<=50K
22221,33,83671,9,0,0,40,<=50K
22222,45,172960,10,0,0,70,<=50K
22223,47,191957,9,0,0,40,>50K
22224,38,40955,14,0,0,43,<=50K
22225,35,98080,15,4787,0,45,>50K
22226,37,175643,9,0,0,30,<=50K
22227,53,197184,14,0,0,70,>50K
22228,56,187295,13,0,0,40,>50K
22229,18,40822,7,0,0,15,<=50K
22230,44,228729,9,0,0,40,<=50K
22231,50,240496,10,0,0,36,<=50K
22232,26,51961,13,0,0,20,<=50K
22233,36,174887,10,0,0,40,<=50K
22234,37,95855,7,0,0,40,<=50K
22235,32,362259,13,0,0,40,<=50K
22236,38,30916,12,0,0,60,<=50K
22237,62,153148,9,0,0,84,<=50K
22238,46,167915,9,0,0,40,<=50K
22239,41,45156,9,2174,0,41,<=50K
22240,37,98776,9,0,0,15,<=50K
22241,27,209801,10,0,0,45,<=50K
22242,38,183800,12,0,0,40,<=50K
22243,35,54595,8,0,0,40,<=50K
22244,34,79637,13,0,0,40,<=50K
22245,50,126566,9,0,0,40,<=50K
22246,28,233796,10,7298,0,32,>50K
22247,67,191800,13,6360,0,35,<=50K
22248,34,527162,10,0,0,30,<=50K
22249,19,139466,10,0,0,25,<=50K
22250,23,64520,9,0,0,30,<=50K
22251,50,97741,9,0,0,45,>50K
22252,45,160173,14,7688,0,50,>50K
22253,17,350995,8,0,0,16,<=50K
22254,59,182836,9,0,0,40,>50K
22255,25,143267,9,0,0,48,<=50K
22256,21,346341,10,0,0,40,<=50K
22257,50,172175,15,0,0,50,>50K
22258,17,153035,6,0,0,20,<=50K
22259,63,200127,9,0,0,40,<=50K
22260,31,204470,14,0,0,43,<=50K
22261,45,353012,9,0,0,40,<=50K
22262,25,194342,9,0,0,40,<=50K
22263,20,57898,8,0,0,40,<=50K
22264,31,164707,10,0,0,40,<=50K
22265,42,269028,16,0,0,40,<=50K
22266,56,83922,10,0,0,40,>50K
22267,47,160647,9,0,0,46,<=50K
22268,69,125437,9,0,0,32,<=50K
22269,42,246011,13,0,0,55,<=50K
22270,19,216937,9,0,0,60,<=50K
22271,56,66356,10,0,0,50,<=50K
22272,33,154981,13,0,1902,50,>50K
22273,61,197311,14,0,0,40,<=50K
22274,38,301743,9,0,0,35,<=50K
22275,50,401118,9,99999,0,50,>50K
22276,39,98776,10,0,0,50,>50K
22277,35,32528,9,0,0,50,<=50K
22278,27,177119,10,0,0,44,<=50K
22279,40,193524,10,0,0,40,>50K
22280,59,192258,16,0,0,40,>50K
22281,20,145917,10,0,0,15,<=50K
22282,42,214838,9,0,0,30,>50K
22283,59,176011,10,0,0,40,<=50K
22284,54,147239,16,0,0,60,>50K
22285,38,159179,10,0,1902,50,>50K
22286,53,155963,13,0,0,30,<=50K
22287,20,360457,10,0,0,30,<=50K
22288,54,114674,10,0,0,40,>50K
22289,41,95708,14,0,0,45,>50K
22290,33,100734,9,0,0,55,<=50K
22291,35,188972,9,0,0,30,<=50K
22292,22,162667,9,0,0,50,<=50K
22293,45,28497,13,0,1485,70,>50K
22294,29,180758,14,0,0,40,<=50K
22295,56,346635,14,0,2339,60,<=50K
22296,23,46645,13,0,0,25,<=50K
22297,30,203258,9,0,0,35,<=50K
22298,17,134480,7,0,0,25,<=50K
22299,35,85548,10,0,0,40,<=50K
22300,25,195994,2,0,0,40,<=50K
22301,42,148316,11,0,0,40,>50K
22302,42,227466,9,0,0,40,<=50K
22303,19,68552,9,0,0,30,<=50K
22304,32,252257,12,0,0,45,<=50K
22305,44,30126,10,0,0,40,<=50K
22306,53,304353,10,0,0,36,>50K
22307,47,171968,13,0,0,60,<=50K
22308,24,205839,10,0,0,40,<=50K
22309,30,218640,10,0,0,40,>50K
22310,42,150568,9,0,0,45,<=50K
22311,19,382738,9,0,0,40,<=50K
22312,37,138940,7,0,0,37,<=50K
22313,26,258306,6,0,0,99,<=50K
22314,25,190107,9,0,1719,16,<=50K
22315,52,152373,10,0,0,40,<=50K
22316,50,141875,9,0,0,40,<=50K
22317,40,79586,15,99999,0,40,>50K
22318,32,157289,9,0,0,40,<=50K
22319,37,184498,9,0,0,40,<=50K
22320,42,109684,14,0,1741,35,<=50K
22321,47,199832,9,0,0,40,<=50K
22322,47,23545,10,0,0,40,<=50K
22323,28,175710,13,0,0,40,>50K
22324,27,52028,13,0,0,40,<=50K
22325,61,315977,9,0,0,40,<=50K
22326,47,202322,3,0,0,40,<=50K
22327,30,251825,12,0,0,40,<=50K
22328,54,202115,9,0,0,40,>50K
22329,56,216824,15,0,0,40,>50K
22330,69,145656,10,0,0,24,<=50K
22331,30,137076,9,0,0,40,>50K
22332,36,152621,10,0,0,40,>50K
22333,42,27242,7,0,0,60,<=50K
22334,45,358242,13,0,0,45,>50K
22335,39,184117,13,7688,0,20,>50K
22336,26,300290,7,0,0,40,<=50K
22337,28,149991,13,0,0,42,>50K
22338,31,189759,14,0,0,40,>50K
22339,32,339482,3,0,0,60,<=50K
22340,51,100933,9,0,0,40,<=50K
22341,29,354558,9,0,0,60,<=50K
22342,38,162613,14,0,2258,60,<=50K
22343,64,285052,10,0,0,10,<=50K
22344,26,175044,10,0,0,40,<=50K
22345,68,45508,3,0,0,22,<=50K
22346,32,173351,9,0,0,48,<=50K
22347,29,173611,10,0,0,40,<=50K
22348,51,182543,2,0,0,40,<=50K
22349,21,143062,9,0,0,40,<=50K
22350,26,137951,6,0,0,40,<=50K
22351,33,293063,13,0,0,40,<=50K
22352,26,377754,9,0,0,40,<=50K
22353,52,152373,9,2105,0,40,<=50K
22354,31,193477,9,0,0,55,<=50K
22355,29,277323,9,0,0,45,<=50K
22356,19,69182,10,0,0,27,<=50K
22357,51,219599,9,0,0,40,<=50K
22358,45,129371,5,0,0,40,<=50K
22359,20,470875,9,0,0,32,<=50K
22360,40,201734,10,0,0,48,<=50K
22361,43,58447,16,99999,0,55,>50K
22362,52,91689,10,0,0,40,<=50K
22363,46,166546,10,0,0,24,<=50K
22364,24,293324,9,0,0,40,<=50K
22365,20,219262,5,0,0,50,<=50K
22366,38,403391,13,0,0,60,<=50K
22367,44,367749,13,0,0,45,<=50K
22368,24,128487,13,0,0,40,<=50K
22369,32,111363,15,0,0,75,>50K
22370,49,240869,4,0,0,35,<=50K
22371,36,163278,14,0,0,40,<=50K
22372,31,416415,9,0,0,45,<=50K
22373,46,280030,3,0,0,40,<=50K
22374,46,251243,10,0,0,40,<=50K
22375,46,167159,10,0,0,70,>50K
22376,29,161857,9,0,0,40,<=50K
22377,37,160035,9,0,0,40,<=50K
22378,44,190205,4,0,0,25,<=50K
22379,28,161290,10,0,0,40,<=50K
22380,28,112403,13,0,0,40,<=50K
22381,48,238726,9,0,0,40,<=50K
22382,52,164530,7,0,0,20,<=50K
22383,19,456572,9,0,0,35,<=50K
22384,31,177675,13,0,0,40,>50K
22385,47,246739,13,99999,0,55,>50K
22386,37,102953,9,0,0,40,<=50K
22387,22,224238,10,0,0,2,<=50K
22388,46,155489,12,0,0,44,>50K
22389,51,156802,9,3103,0,60,>50K
22390,50,168212,14,0,1902,45,>50K
22391,38,331395,4,3942,0,84,<=50K
22392,40,261497,9,0,0,35,<=50K
22393,58,365511,10,0,0,40,<=50K
22394,36,187999,9,0,0,40,>50K
22395,26,190350,13,0,0,35,<=50K
22396,17,166759,8,0,0,40,<=50K
22397,49,168262,6,0,0,48,<=50K
22398,39,122011,14,5178,0,38,>50K
22399,46,165953,13,0,0,45,>50K
22400,26,375980,9,0,0,37,<=50K
22401,40,406463,14,0,0,40,<=50K
22402,53,231472,16,0,0,40,>50K
22403,60,78913,10,0,0,50,<=50K
22404,28,69107,9,0,0,40,<=50K
22405,22,182387,10,0,0,12,<=50K
22406,31,169002,9,0,0,55,<=50K
22407,45,229967,9,13550,0,50,>50K
22408,34,422836,9,0,0,40,<=50K
22409,27,230922,14,0,0,40,<=50K
22410,40,195892,10,0,0,40,<=50K
22411,68,163346,9,0,0,32,<=50K
22412,51,82566,9,0,0,50,<=50K
22413,55,86505,9,0,0,20,<=50K
22414,43,178780,12,0,0,45,>50K
22415,23,173945,13,0,0,27,<=50K
22416,48,176810,9,0,0,40,<=50K
22417,42,23813,10,2885,0,30,<=50K
22418,51,210736,9,10520,0,40,>50K
22419,32,343789,9,5013,0,55,<=50K
22420,34,113838,10,0,0,45,>50K
22421,31,121055,9,0,0,70,>50K
22422,71,52171,4,0,0,45,<=50K
22423,17,566049,6,0,0,8,<=50K
22424,37,67433,9,0,0,40,>50K
22425,26,39014,8,0,0,40,<=50K
22426,17,51939,7,0,0,15,<=50K
22427,34,100669,13,0,0,40,>50K
22428,46,155659,7,0,1902,40,>50K
22429,33,112847,9,0,0,40,<=50K
22430,41,32185,14,0,0,40,>50K
22431,59,138370,6,0,0,40,<=50K
22432,50,172281,9,7688,0,50,>50K
22433,46,180505,9,0,0,40,<=50K
22434,45,168262,14,0,0,40,<=50K
22435,27,85126,9,0,0,40,<=50K
22436,31,113838,13,0,0,50,<=50K
22437,32,197457,9,1471,0,38,<=50K
22438,28,197905,9,0,0,50,<=50K
22439,32,316589,13,0,0,40,>50K
22440,36,336367,12,0,0,50,<=50K
22441,39,143123,11,0,2415,40,>50K
22442,23,209955,9,0,0,40,<=50K
22443,44,210013,9,0,0,40,>50K
22444,37,224541,10,0,0,40,<=50K
22445,36,275653,4,2977,0,40,<=50K
22446,45,88061,7,0,0,40,<=50K
22447,43,195897,9,7298,0,40,>50K
22448,49,43206,15,0,0,55,>50K
22449,37,202950,9,0,0,40,>50K
22450,26,154093,9,0,0,40,<=50K
22451,34,112115,15,0,1977,55,>50K
22452,51,355954,10,0,0,60,>50K
22453,24,379418,10,0,0,40,<=50K
22454,67,286372,13,0,0,40,<=50K
22455,40,48087,9,7298,0,45,>50K
22456,32,387270,9,0,0,40,>50K
22457,21,270043,10,0,0,16,<=50K
22458,39,65738,10,0,0,15,>50K
22459,33,159888,7,0,0,40,<=50K
22460,48,278039,9,0,0,60,<=50K
22461,21,265434,10,0,0,30,<=50K
22462,68,52052,11,25124,0,50,>50K
22463,24,208882,9,0,0,40,<=50K
22464,24,229393,7,2463,0,40,<=50K
22465,23,53513,13,0,0,45,<=50K
22466,40,225193,9,0,0,63,<=50K
22467,48,166809,13,0,0,50,>50K
22468,42,175674,9,0,0,60,<=50K
22469,45,368947,13,0,0,40,<=50K
22470,31,194901,9,0,0,50,>50K
22471,53,203173,11,0,0,45,<=50K
22472,25,267431,13,0,0,55,<=50K
22473,32,111836,10,0,0,50,<=50K
22474,34,198613,7,0,0,25,<=50K
22475,41,149102,13,0,0,35,>50K
22476,57,121111,9,0,0,40,<=50K
22477,25,130397,6,0,0,40,<=50K
22478,40,212847,10,0,2179,40,<=50K
22479,17,184198,7,0,0,13,<=50K
22480,17,121287,5,0,0,40,<=50K
22481,82,120408,10,0,0,20,<=50K
22482,40,164678,12,0,0,32,<=50K
22483,26,388812,10,0,0,35,<=50K
22484,37,294919,10,0,0,40,<=50K
22485,25,101684,6,0,0,40,<=50K
22486,65,36209,6,0,0,22,>50K
22487,39,123983,13,0,0,40,<=50K
22488,36,340001,9,0,0,40,<=50K
22489,37,203828,9,0,0,45,<=50K
22490,23,183789,9,0,0,40,<=50K
22491,34,305619,9,0,0,40,>50K
22492,63,174181,13,0,0,20,<=50K
22493,59,131869,9,0,0,35,<=50K
22494,49,43479,10,0,0,40,<=50K
22495,62,203126,5,0,0,40,<=50K
22496,17,118792,7,0,0,9,<=50K
22497,28,272913,6,0,0,30,<=50K
22498,45,222011,13,0,0,40,<=50K
22499,40,301007,13,0,0,60,<=50K
22500,45,197731,9,0,0,40,<=50K
22501,20,173736,5,0,0,40,<=50K
